row_id,prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path,best_step_by_clip,best_clip_score,best_step_by_aesthetic,best_aesthetic
12,"Sculpture in China, photorealistic.",Change the image to represent sculpture in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_art_sculpture_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_art_sculpture_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_art_sculpture_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_art_sculpture_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_art_sculpture_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_art_sculpture_general_5.png,step3_path,24.96337890625,step5_path,5.350066184997559
13,"Modern sculpture in China, photorealistic.",Change the image to represent modern sculpture in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_art_sculpture_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_art_sculpture_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_art_sculpture_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_art_sculpture_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_art_sculpture_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_art_sculpture_modern_5.png,step4_path,21.6796875,step5_path,5.342318534851074
14,"Traditional sculpture in China, photorealistic.",Change the image to represent traditional sculpture in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_art_sculpture_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_art_sculpture_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_art_sculpture_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_art_sculpture_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_art_sculpture_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_art_sculpture_traditional_5.png,step2_path,27.2705078125,step0_path,5.42204475402832
15,"Festival in China, photorealistic.",Change the image to represent festival in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_festival_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_festival_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_festival_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_festival_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_festival_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_festival_general_5.png,step2_path,24.35302734375,step4_path,5.487301826477051
16,"Modern festival in China, photorealistic.",Change the image to represent modern festival in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_festival_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_festival_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_festival_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_festival_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_festival_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_festival_modern_5.png,step0_path,24.1943359375,step0_path,5.472192764282227
17,"Traditional festival in China, photorealistic.",Change the image to represent traditional festival in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_festival_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_festival_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_festival_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_festival_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_festival_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_festival_traditional_5.png,step3_path,23.84033203125,step1_path,5.550537586212158
18,"Funeral in China, photorealistic.",Change the image to represent funeral in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_funeral_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_funeral_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_funeral_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_funeral_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_funeral_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_funeral_general_5.png,step4_path,26.1474609375,step5_path,5.403989315032959
19,"Modern funeral in China, photorealistic.",Change the image to represent modern funeral in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_funeral_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_funeral_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_funeral_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_funeral_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_funeral_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_funeral_modern_5.png,step1_path,28.125,step4_path,5.450508117675781
20,"Traditional funeral in China, photorealistic.",Change the image to represent traditional funeral in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_funeral_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_funeral_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_funeral_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_funeral_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_funeral_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_funeral_traditional_5.png,step4_path,30.0537109375,step0_path,5.449149131774902
21,"Game in China, photorealistic.",Change the image to represent game in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_game_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_game_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_game_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_game_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_game_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_game_general_5.png,step3_path,25.1220703125,step3_path,5.6110148429870605
22,"Modern game in China, photorealistic.",Change the image to represent modern game in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_game_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_game_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_game_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_game_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_game_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_game_modern_5.png,step5_path,27.5146484375,step5_path,5.641632556915283
23,"Traditional game in China, photorealistic.",Change the image to represent traditional game in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_game_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_game_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_game_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_game_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_game_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_game_traditional_5.png,step4_path,28.173828125,step4_path,5.598309516906738
24,"Religious ritual in China, photorealistic.",Change the image to represent religious ritual in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_religious_ritual_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_religious_ritual_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_religious_ritual_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_religious_ritual_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_religious_ritual_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_religious_ritual_general_5.png,step1_path,25.87890625,step2_path,5.414607048034668
25,"Modern eligious ritual in China, photorealistic.",Change the image to represent modern religious ritual in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_religious_ritual_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_religious_ritual_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_religious_ritual_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_religious_ritual_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_religious_ritual_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_religious_ritual_modern_5.png,step0_path,25.537109375,step5_path,5.533792972564697
26,"Traditional religious ritual in China, photorealistic.",Change the image to represent traditional religious ritual in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_religious_ritual_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_religious_ritual_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_religious_ritual_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_religious_ritual_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_religious_ritual_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_religious_ritual_traditional_5.png,step3_path,26.4404296875,step0_path,5.47813081741333
27,"Sport in China, photorealistic.",Change the image to represent sport in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_sport_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_sport_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_sport_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_sport_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_sport_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_sport_general_5.png,step5_path,25.634765625,step0_path,5.4161810874938965
28,"Modern sport in China, photorealistic.",Change the image to represent modern sport in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_sport_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_sport_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_sport_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_sport_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_sport_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_sport_modern_5.png,step4_path,25.0732421875,step0_path,5.446372985839844
29,"Traditional sport in China, photorealistic.",Change the image to represent traditional sport in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_sport_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_sport_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_sport_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_sport_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_sport_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_sport_traditional_5.png,step4_path,27.587890625,step0_path,5.557866096496582
30,"Wedding in China, photorealistic.",Change the image to represent wedding in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_wedding_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_wedding_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_wedding_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_wedding_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_wedding_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_wedding_general_5.png,step4_path,29.4189453125,step5_path,5.454192161560059
31,"Modern wedding in China, photorealistic.",Change the image to represent modern wedding in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_wedding_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_wedding_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_wedding_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_wedding_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_wedding_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_wedding_modern_5.png,step5_path,27.783203125,step2_path,5.4460296630859375
32,"Traditional wedding in China, photorealistic.",Change the image to represent traditional wedding in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_event_wedding_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_event_wedding_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_event_wedding_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_event_wedding_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_event_wedding_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_event_wedding_traditional_5.png,step2_path,29.8095703125,step2_path,5.461591720581055
33,"Accessories in China, photorealistic.",Change the image to represent accessories in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_accessories_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_accessories_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_accessories_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_accessories_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_accessories_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_accessories_general_5.png,step2_path,17.48046875,step3_path,5.282514572143555
34,"Modern accessories in China, photorealistic.",Change the image to represent modern accessories in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_accessories_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_accessories_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_accessories_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_accessories_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_accessories_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_accessories_modern_5.png,step1_path,20.1904296875,step3_path,5.3690643310546875
35,"Traditional accessories in China, photorealistic.",Change the image to represent traditional accessories in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_accessories_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_accessories_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_accessories_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_accessories_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_accessories_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_accessories_traditional_5.png,step3_path,25.5615234375,step1_path,5.405866622924805
36,"Clothing in China, photorealistic.",Change the image to represent clothing in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_clothing_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_clothing_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_clothing_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_clothing_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_clothing_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_clothing_general_5.png,step5_path,23.3642578125,step0_path,5.378304958343506
37,"Modern clothing in China, photorealistic.",Change the image to represent modern clothing in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_clothing_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_clothing_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_clothing_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_clothing_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_clothing_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_clothing_modern_5.png,step5_path,26.85546875,step0_path,5.426680564880371
38,"Traditional clothing in China, photorealistic.",Change the image to represent traditional clothing in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_clothing_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_clothing_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_clothing_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_clothing_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_clothing_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_clothing_traditional_5.png,step0_path,28.857421875,step5_path,5.352632999420166
39,"Makeup in China, photorealistic.",Change the image to represent makeup in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_makeup_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_makeup_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_makeup_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_makeup_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_makeup_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_makeup_general_5.png,step4_path,30.078125,step0_path,5.497321605682373
40,"Modern makeup in China, photorealistic.",Change the image to represent modern makeup in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_makeup_modern.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_makeup_modern_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_makeup_modern_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_makeup_modern_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_makeup_modern_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_makeup_modern_5.png,step3_path,29.7607421875,step3_path,5.550673484802246
41,"Traditional makeup in China, photorealistic.",Change the image to represent traditional makeup in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_fashion_makeup_traditional.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_fashion_makeup_traditional_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_fashion_makeup_traditional_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_fashion_makeup_traditional_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_fashion_makeup_traditional_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_fashion_makeup_traditional_5.png,step4_path,29.78515625,step5_path,5.567288398742676
42,"Beverage in China, photorealistic.",Change the image to represent beverage in China.,/home/chans/iaseai26/dataset/sd35/base/sd35_china_food_beverage_general.png,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_food_beverage_general_1.png,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_food_beverage_general_2.png,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_food_beverage_general_3.png,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_food_beverage_general_4.png,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_food_beverage_general_5.png,step3_path,25.1220703125,step0_path,5.526140213012695
