row_id,prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path,best_step_by_clip,best_clip_score,best_step_by_aesthetic,best_aesthetic
27,"Sport in China, photorealistic.",Change the image to represent sport in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_sport_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_sport_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_sport_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_sport_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_sport_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_sport_general_5.png,step5_path,23.14453125,step2_path,5.476752758026123
28,"Modern sport in China, photorealistic.",Change the image to represent modern sport in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_sport_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_sport_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_sport_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_sport_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_sport_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_sport_modern_5.png,step5_path,21.2158203125,step1_path,5.4548492431640625
29,"Traditional sport in China, photorealistic.",Change the image to represent traditional sport in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_sport_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_sport_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_sport_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_sport_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_sport_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_sport_traditional_5.png,step0_path,28.076171875,step0_path,5.382849216461182
30,"Wedding in China, photorealistic.",Change the image to represent wedding in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_wedding_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_wedding_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_wedding_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_wedding_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_wedding_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_wedding_general_5.png,step0_path,30.0537109375,step0_path,5.468022346496582
31,"Modern wedding in China, photorealistic.",Change the image to represent modern wedding in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_wedding_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_wedding_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_wedding_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_wedding_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_wedding_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_wedding_modern_5.png,step1_path,30.3466796875,step0_path,5.50761604309082
32,"Traditional wedding in China, photorealistic.",Change the image to represent traditional wedding in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_event_wedding_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_event_wedding_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_event_wedding_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_event_wedding_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_event_wedding_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_event_wedding_traditional_5.png,step0_path,31.54296875,step2_path,5.473748207092285
33,"Accessories in China, photorealistic.",Change the image to represent accessories in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_accessories_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_accessories_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_accessories_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_accessories_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_accessories_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_accessories_general_5.png,step3_path,21.10595703125,step3_path,5.501187324523926
34,"Modern accessories in China, photorealistic.",Change the image to represent modern accessories in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_accessories_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_accessories_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_accessories_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_accessories_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_accessories_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_accessories_modern_5.png,step5_path,25.0244140625,step1_path,5.498610019683838
35,"Traditional accessories in China, photorealistic.",Change the image to represent traditional accessories in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_accessories_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_accessories_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_accessories_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_accessories_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_accessories_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_accessories_traditional_5.png,step1_path,23.3642578125,step1_path,5.524439811706543
36,"Clothing in China, photorealistic.",Change the image to represent clothing in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_clothing_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_clothing_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_clothing_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_clothing_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_clothing_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_clothing_general_5.png,step0_path,23.2421875,step2_path,5.623596668243408
37,"Modern clothing in China, photorealistic.",Change the image to represent modern clothing in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_clothing_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_clothing_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_clothing_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_clothing_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_clothing_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_clothing_modern_5.png,step0_path,25.1220703125,step2_path,5.633717060089111
38,"Traditional clothing in China, photorealistic.",Change the image to represent traditional clothing in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_clothing_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_clothing_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_clothing_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_clothing_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_clothing_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_clothing_traditional_5.png,step0_path,26.2939453125,step0_path,5.636359691619873
39,"Makeup in China, photorealistic.",Change the image to represent makeup in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_makeup_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_makeup_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_makeup_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_makeup_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_makeup_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_makeup_general_5.png,step0_path,27.0263671875,step1_path,5.634705543518066
40,"Modern makeup in China, photorealistic.",Change the image to represent modern makeup in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_makeup_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_makeup_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_makeup_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_makeup_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_makeup_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_makeup_modern_5.png,step1_path,27.3193359375,step1_path,5.5620598793029785
41,"Traditional makeup in China, photorealistic.",Change the image to represent traditional makeup in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_fashion_makeup_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_fashion_makeup_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_fashion_makeup_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_fashion_makeup_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_fashion_makeup_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_fashion_makeup_traditional_5.png,step1_path,28.4912109375,step1_path,5.646119117736816
42,"Beverage in China, photorealistic.",Change the image to represent beverage in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_food_beverage_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_food_beverage_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_food_beverage_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_food_beverage_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_food_beverage_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_food_beverage_general_5.png,step5_path,27.8076171875,step1_path,5.532819747924805
43,"Modern beverage in China, photorealistic.",Change the image to represent modern beverage in China.,/home/chans/iaseai26/dataset/flux/base/flux_china_food_beverage_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_china_food_beverage_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_china_food_beverage_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_china_food_beverage_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_china_food_beverage_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_china_food_beverage_modern_5.png,step4_path,28.5400390625,step3_path,5.5038957595825195
