uid,group_id,step,country,category,sub_category,variant,accuracy,precision,recall,f1,num_questions,processing_time,question_source,cultural_representative,prompt_alignment,is_best,is_worst
hidream_china_art_painting_general::1,hidream_china_art_painting_general,1,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.473994493484497,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_general::2,hidream_china_art_painting_general,2,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.627849817276001,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_general::3,hidream_china_art_painting_general,3,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.477544784545898,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_general::4,hidream_china_art_painting_general,4,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.479050159454346,enhanced_heuristic,2,2,False,False
hidream_china_art_painting_general::5,hidream_china_art_painting_general,5,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.483287334442139,enhanced_heuristic,1,1,False,True
hidream_china_art_painting_modern::step0,hidream_china_art_painting_modern,step0,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.746053695678711,enhanced_heuristic,1,1,True,False
hidream_china_art_painting_modern::1,hidream_china_art_painting_modern,1,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.749338865280151,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_modern::2,hidream_china_art_painting_modern,2,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.747741460800171,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_modern::3,hidream_china_art_painting_modern,3,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.750719308853149,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_modern::4,hidream_china_art_painting_modern,4,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.750932216644287,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_modern::5,hidream_china_art_painting_modern,5,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.750646591186523,enhanced_heuristic,1,1,False,True
hidream_china_art_painting_traditional::step0,hidream_china_art_painting_traditional,step0,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.2939393520355225,enhanced_heuristic,2,3,True,False
hidream_china_art_painting_traditional::1,hidream_china_art_painting_traditional,1,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.287754774093628,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_traditional::2,hidream_china_art_painting_traditional,2,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.29282808303833,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_traditional::3,hidream_china_art_painting_traditional,3,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.297294855117798,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_traditional::4,hidream_china_art_painting_traditional,4,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.298228025436401,enhanced_heuristic,1,1,False,False
hidream_china_art_painting_traditional::5,hidream_china_art_painting_traditional,5,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.29943323135376,enhanced_heuristic,1,1,False,True
hidream_china_art_sculpture_general::step0,hidream_china_art_sculpture_general,step0,china,art,sculpture,general,0.5,0.0,0.0,0.0,4,5.714922189712524,enhanced_heuristic,1,1,True,False
hidream_china_art_sculpture_general::1,hidream_china_art_sculpture_general,1,china,art,sculpture,general,0.5,0.0,0.0,0.0,4,5.71333909034729,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_general::2,hidream_china_art_sculpture_general,2,china,art,sculpture,general,0.5,0.0,0.0,0.0,4,5.716057538986206,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_general::3,hidream_china_art_sculpture_general,3,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.876196622848511,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_general::4,hidream_china_art_sculpture_general,4,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.72187352180481,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_general::5,hidream_china_art_sculpture_general,5,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.720243692398071,enhanced_heuristic,1,1,False,True
hidream_china_art_sculpture_modern::step0,hidream_china_art_sculpture_modern,step0,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.034586191177368,enhanced_heuristic,1,1,False,True
hidream_china_art_sculpture_modern::1,hidream_china_art_sculpture_modern,1,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.033625364303589,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_modern::2,hidream_china_art_sculpture_modern,2,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.076062202453613,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_modern::3,hidream_china_art_sculpture_modern,3,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.04939603805542,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_modern::4,hidream_china_art_sculpture_modern,4,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,8.085295915603638,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_modern::5,hidream_china_art_sculpture_modern,5,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,8.054843425750732,enhanced_heuristic,1,1,True,False
hidream_china_art_sculpture_traditional::step0,hidream_china_art_sculpture_traditional,step0,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.2744081020355225,enhanced_heuristic,1,1,True,False
hidream_china_art_sculpture_traditional::1,hidream_china_art_sculpture_traditional,1,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.2796831130981445,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_traditional::2,hidream_china_art_sculpture_traditional,2,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.28787899017334,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_traditional::3,hidream_china_art_sculpture_traditional,3,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.291172504425049,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_traditional::4,hidream_china_art_sculpture_traditional,4,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.3008763790130615,enhanced_heuristic,1,1,False,False
hidream_china_art_sculpture_traditional::5,hidream_china_art_sculpture_traditional,5,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,5.301408290863037,enhanced_heuristic,1,1,False,True
hidream_china_event_festival_general::step0,hidream_china_event_festival_general,step0,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.437084913253784,enhanced_heuristic,1,1,True,False
hidream_china_event_festival_general::1,hidream_china_event_festival_general,1,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,5.473448753356934,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_general::2,hidream_china_event_festival_general,2,china,event,festival,general,1.0,1.0,1.0,1.0,4,5.60030460357666,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_general::3,hidream_china_event_festival_general,3,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.441299200057983,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_general::4,hidream_china_event_festival_general,4,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.443561792373657,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_general::5,hidream_china_event_festival_general,5,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,5.445289373397827,enhanced_heuristic,1,1,False,True
hidream_china_event_festival_modern::step0,hidream_china_event_festival_modern,step0,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.763291120529175,enhanced_heuristic,1,1,True,False
hidream_china_event_festival_modern::1,hidream_china_event_festival_modern,1,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.765104055404663,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_modern::2,hidream_china_event_festival_modern,2,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.772113561630249,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_modern::3,hidream_china_event_festival_modern,3,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.77238655090332,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_modern::4,hidream_china_event_festival_modern,4,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.778098821640015,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_modern::5,hidream_china_event_festival_modern,5,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.774590015411377,enhanced_heuristic,1,1,False,True
hidream_china_event_festival_traditional::step0,hidream_china_event_festival_traditional,step0,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7999043464660645,enhanced_heuristic,1,1,True,False
hidream_china_event_festival_traditional::1,hidream_china_event_festival_traditional,1,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.834707021713257,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_traditional::2,hidream_china_event_festival_traditional,2,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8351058959960938,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_traditional::3,hidream_china_event_festival_traditional,3,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8386197090148926,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_traditional::4,hidream_china_event_festival_traditional,4,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8403356075286865,enhanced_heuristic,1,1,False,False
hidream_china_event_festival_traditional::5,hidream_china_event_festival_traditional,5,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8720948696136475,enhanced_heuristic,1,1,False,True
hidream_china_event_funeral_general::step0,hidream_china_event_funeral_general,step0,china,event,funeral,general,0.75,1.0,0.5,0.6666666666666666,4,6.935975074768066,enhanced_heuristic,1,1,True,False
hidream_china_event_funeral_general::1,hidream_china_event_funeral_general,1,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.938766717910767,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_general::2,hidream_china_event_funeral_general,2,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.942013502120972,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_general::3,hidream_china_event_funeral_general,3,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.947546482086182,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_general::4,hidream_china_event_funeral_general,4,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.94686484336853,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_general::5,hidream_china_event_funeral_general,5,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.946846961975098,enhanced_heuristic,1,1,False,True
hidream_china_event_funeral_modern::step0,hidream_china_event_funeral_modern,step0,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.173219203948975,enhanced_heuristic,1,1,True,False
hidream_china_event_funeral_modern::1,hidream_china_event_funeral_modern,1,china,event,funeral,modern,0.5,0.0,0.0,0.0,4,8.175931692123413,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_modern::2,hidream_china_event_funeral_modern,2,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.179974794387817,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_modern::3,hidream_china_event_funeral_modern,3,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.178142786026001,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_modern::4,hidream_china_event_funeral_modern,4,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.181209802627563,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_modern::5,hidream_china_event_funeral_modern,5,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.182851552963257,enhanced_heuristic,1,1,False,True
hidream_china_event_funeral_traditional::step0,hidream_china_event_funeral_traditional,step0,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5073838233947754,enhanced_heuristic,1,1,True,False
hidream_china_event_funeral_traditional::1,hidream_china_event_funeral_traditional,1,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5416884422302246,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_traditional::2,hidream_china_event_funeral_traditional,2,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5438930988311768,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_traditional::3,hidream_china_event_funeral_traditional,3,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5462722778320312,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_traditional::4,hidream_china_event_funeral_traditional,4,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.549994707107544,enhanced_heuristic,1,1,False,False
hidream_china_event_funeral_traditional::5,hidream_china_event_funeral_traditional,5,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5845019817352295,enhanced_heuristic,1,1,False,True
hidream_china_event_game_general::step0,hidream_china_event_game_general,step0,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.006471157073975,enhanced_heuristic,1,1,True,False
hidream_china_event_game_general::1,hidream_china_event_game_general,1,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.012735605239868,enhanced_heuristic,1,1,False,False
hidream_china_event_game_general::2,hidream_china_event_game_general,2,china,event,game,general,1.0,1.0,1.0,1.0,4,12.010838270187378,enhanced_heuristic,1,1,False,False
hidream_china_event_game_general::3,hidream_china_event_game_general,3,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.018759727478027,enhanced_heuristic,1,1,False,False
hidream_china_event_game_general::4,hidream_china_event_game_general,4,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.019183874130249,enhanced_heuristic,1,1,False,False
hidream_china_event_game_general::5,hidream_china_event_game_general,5,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.019153356552124,enhanced_heuristic,1,1,False,True
hidream_china_event_game_modern::step0,hidream_china_event_game_modern,step0,china,event,game,modern,0.5,0.0,0.0,0.0,4,12.517066955566406,enhanced_heuristic,1,1,False,True
hidream_china_event_game_modern::1,hidream_china_event_game_modern,1,china,event,game,modern,0.5,0.0,0.0,0.0,4,12.5101478099823,enhanced_heuristic,1,1,False,False
hidream_china_event_game_modern::2,hidream_china_event_game_modern,2,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.519001245498657,enhanced_heuristic,1,1,False,False
hidream_china_event_game_modern::3,hidream_china_event_game_modern,3,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.520313024520874,enhanced_heuristic,1,1,False,False
hidream_china_event_game_modern::4,hidream_china_event_game_modern,4,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.524245262145996,enhanced_heuristic,1,1,True,False
hidream_china_event_game_modern::5,hidream_china_event_game_modern,5,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.52479362487793,enhanced_heuristic,1,1,False,False
hidream_china_event_game_traditional::step0,hidream_china_event_game_traditional,step0,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.061213731765747,enhanced_heuristic,1,1,True,False
hidream_china_event_game_traditional::1,hidream_china_event_game_traditional,1,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.063460111618042,enhanced_heuristic,1,1,False,False
hidream_china_event_game_traditional::2,hidream_china_event_game_traditional,2,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.068317413330078,enhanced_heuristic,1,1,False,False
hidream_china_event_game_traditional::3,hidream_china_event_game_traditional,3,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.034374952316284,enhanced_heuristic,1,1,False,False
hidream_china_event_game_traditional::4,hidream_china_event_game_traditional,4,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.065566778182983,enhanced_heuristic,1,1,False,False
hidream_china_event_game_traditional::5,hidream_china_event_game_traditional,5,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.03502082824707,enhanced_heuristic,1,1,False,True
hidream_china_event_religious_ritual_general::step0,hidream_china_event_religious_ritual_general,step0,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,4.509598970413208,enhanced_heuristic,1,1,True,False
hidream_china_event_religious_ritual_general::1,hidream_china_event_religious_ritual_general,1,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,4.510608673095703,enhanced_heuristic,1,1,False,False
hidream_china_event_religious_ritual_general::2,hidream_china_event_religious_ritual_general,2,china,event,religious_ritual,general,0.75,1.0,0.5,0.6666666666666666,4,4.514124155044556,enhanced_heuristic,1,1,False,False
hidream_china_event_religious_ritual_general::3,hidream_china_event_religious_ritual_general,3,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,4.670511722564697,enhanced_heuristic,1,1,False,False
hidream_china_event_religious_ritual_general::4,hidream_china_event_religious_ritual_general,4,china,event,religious_ritual,general,1.0,1.0,1.0,1.0,4,4.51525354385376,enhanced_heuristic,1,1,False,False
hidream_china_event_religious_ritual_general::5,hidream_china_event_religious_ritual_general,5,china,event,religious_ritual,general,0.75,1.0,0.5,0.6666666666666666,4,4.514710426330566,enhanced_heuristic,1,1,False,True
