uid,group_id,step,country,category,sub_category,variant,accuracy,precision,recall,f1,num_questions,processing_time,question_source,cultural_representative,prompt_alignment,is_best,is_worst
qwenimage_china_architecture_house_modern::5,qwenimage_china_architecture_house_modern,5,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.860116481781006,enhanced_heuristic,1,1,False,True
qwenimage_china_architecture_house_traditional::step0,qwenimage_china_architecture_house_traditional,step0,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.764881134033203,enhanced_heuristic,1,1,True,False
qwenimage_china_architecture_house_traditional::1,qwenimage_china_architecture_house_traditional,1,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.774596929550171,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_house_traditional::2,qwenimage_china_architecture_house_traditional,2,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7734005451202393,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_house_traditional::3,qwenimage_china_architecture_house_traditional,3,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7769947052001953,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_house_traditional::4,qwenimage_china_architecture_house_traditional,4,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.779785394668579,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_house_traditional::5,qwenimage_china_architecture_house_traditional,5,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.783508539199829,enhanced_heuristic,1,1,False,True
qwenimage_china_architecture_landmark_general::step0,qwenimage_china_architecture_landmark_general,step0,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.411761283874512,enhanced_heuristic,1,1,True,False
qwenimage_china_architecture_landmark_general::1,qwenimage_china_architecture_landmark_general,1,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.448587656021118,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_general::2,qwenimage_china_architecture_landmark_general,2,china,architecture,landmark,general,1.0,1.0,1.0,1.0,4,5.456504821777344,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_general::3,qwenimage_china_architecture_landmark_general,3,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.460700750350952,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_general::4,qwenimage_china_architecture_landmark_general,4,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.4640212059021,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_general::5,qwenimage_china_architecture_landmark_general,5,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.464973449707031,enhanced_heuristic,1,1,False,True
qwenimage_china_architecture_landmark_modern::step0,qwenimage_china_architecture_landmark_modern,step0,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.40908670425415,enhanced_heuristic,1,1,True,False
qwenimage_china_architecture_landmark_modern::1,qwenimage_china_architecture_landmark_modern,1,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.418166637420654,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_modern::2,qwenimage_china_architecture_landmark_modern,2,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.4217870235443115,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_modern::3,qwenimage_china_architecture_landmark_modern,3,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.424947738647461,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_modern::4,qwenimage_china_architecture_landmark_modern,4,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.43067193031311,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_modern::5,qwenimage_china_architecture_landmark_modern,5,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.435229301452637,enhanced_heuristic,1,1,False,True
qwenimage_china_architecture_landmark_traditional::step0,qwenimage_china_architecture_landmark_traditional,step0,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3688206672668457,enhanced_heuristic,1,1,True,False
qwenimage_china_architecture_landmark_traditional::1,qwenimage_china_architecture_landmark_traditional,1,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3735392093658447,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_traditional::2,qwenimage_china_architecture_landmark_traditional,2,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.380361318588257,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_traditional::3,qwenimage_china_architecture_landmark_traditional,3,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.381850481033325,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_traditional::4,qwenimage_china_architecture_landmark_traditional,4,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3837521076202393,enhanced_heuristic,1,1,False,False
qwenimage_china_architecture_landmark_traditional::5,qwenimage_china_architecture_landmark_traditional,5,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.454115152359009,enhanced_heuristic,1,1,False,True
qwenimage_china_art_dance_general::step0,qwenimage_china_art_dance_general,step0,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.260468482971191,enhanced_heuristic,1,1,True,False
qwenimage_china_art_dance_general::1,qwenimage_china_art_dance_general,1,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.571646928787231,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_general::2,qwenimage_china_art_dance_general,2,china,art,dance,general,0.75,1.0,0.5,0.6666666666666666,4,9.34899616241455,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_general::3,qwenimage_china_art_dance_general,3,china,art,dance,general,0.75,1.0,0.5,0.6666666666666666,4,9.278632164001465,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_general::4,qwenimage_china_art_dance_general,4,china,art,dance,general,0.75,1.0,0.5,0.6666666666666666,4,9.281427383422852,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_general::5,qwenimage_china_art_dance_general,5,china,art,dance,general,0.75,1.0,0.5,0.6666666666666666,4,9.280399084091187,enhanced_heuristic,1,1,False,True
qwenimage_china_art_dance_modern::step0,qwenimage_china_art_dance_modern,step0,china,art,dance,modern,0.5,0.0,0.0,0.0,4,5.5638768672943115,enhanced_heuristic,1,1,True,False
qwenimage_china_art_dance_modern::1,qwenimage_china_art_dance_modern,1,china,art,dance,modern,0.5,0.0,0.0,0.0,4,5.619611501693726,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_modern::2,qwenimage_china_art_dance_modern,2,china,art,dance,modern,0.5,0.0,0.0,0.0,4,5.613717555999756,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_modern::3,qwenimage_china_art_dance_modern,3,china,art,dance,modern,0.5,0.0,0.0,0.0,4,5.614574432373047,enhanced_heuristic,3,3,False,False
qwenimage_china_art_dance_modern::4,qwenimage_china_art_dance_modern,4,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.623737812042236,enhanced_heuristic,3,3,False,False
qwenimage_china_art_dance_modern::5,qwenimage_china_art_dance_modern,5,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.5964515209198,enhanced_heuristic,1,1,False,True
qwenimage_china_art_dance_traditional::step0,qwenimage_china_art_dance_traditional,step0,china,art,dance,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.4372000694274902,enhanced_heuristic,1,1,True,False
qwenimage_china_art_dance_traditional::1,qwenimage_china_art_dance_traditional,1,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4535984992980957,enhanced_heuristic,1,1,False,True
qwenimage_china_art_dance_traditional::2,qwenimage_china_art_dance_traditional,2,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.520761728286743,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_traditional::3,qwenimage_china_art_dance_traditional,3,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4530117511749268,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_traditional::4,qwenimage_china_art_dance_traditional,4,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.455213785171509,enhanced_heuristic,1,1,False,False
qwenimage_china_art_dance_traditional::5,qwenimage_china_art_dance_traditional,5,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4564051628112793,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_general::step0,qwenimage_china_art_painting_general,step0,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.467843770980835,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_general::1,qwenimage_china_art_painting_general,1,china,art,painting,general,1.0,1.0,1.0,1.0,4,6.702165603637695,enhanced_heuristic,1,1,True,False
qwenimage_china_art_painting_general::2,qwenimage_china_art_painting_general,2,china,art,painting,general,1.0,1.0,1.0,1.0,4,6.5143818855285645,enhanced_heuristic,3,3,False,False
qwenimage_china_art_painting_general::3,qwenimage_china_art_painting_general,3,china,art,painting,general,1.0,1.0,1.0,1.0,4,6.51278018951416,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_general::4,qwenimage_china_art_painting_general,4,china,art,painting,general,1.0,1.0,1.0,1.0,4,6.479163646697998,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_general::5,qwenimage_china_art_painting_general,5,china,art,painting,general,0.5,0.0,0.0,0.0,4,6.480699300765991,enhanced_heuristic,1,1,False,True
qwenimage_china_art_painting_modern::step0,qwenimage_china_art_painting_modern,step0,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.727626323699951,enhanced_heuristic,1,1,True,False
qwenimage_china_art_painting_modern::1,qwenimage_china_art_painting_modern,1,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.738679885864258,enhanced_heuristic,3,3,False,False
qwenimage_china_art_painting_modern::2,qwenimage_china_art_painting_modern,2,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.744343042373657,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_modern::3,qwenimage_china_art_painting_modern,3,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.743000030517578,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_modern::4,qwenimage_china_art_painting_modern,4,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.744114875793457,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_modern::5,qwenimage_china_art_painting_modern,5,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.743691444396973,enhanced_heuristic,1,1,False,True
qwenimage_china_art_painting_traditional::step0,qwenimage_china_art_painting_traditional,step0,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.346605062484741,enhanced_heuristic,1,1,True,False
qwenimage_china_art_painting_traditional::1,qwenimage_china_art_painting_traditional,1,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.316342115402222,enhanced_heuristic,3,3,False,False
qwenimage_china_art_painting_traditional::2,qwenimage_china_art_painting_traditional,2,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.350645542144775,enhanced_heuristic,2,3,False,False
qwenimage_china_art_painting_traditional::3,qwenimage_china_art_painting_traditional,3,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.323058128356934,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_traditional::4,qwenimage_china_art_painting_traditional,4,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.29154372215271,enhanced_heuristic,1,1,False,False
qwenimage_china_art_painting_traditional::5,qwenimage_china_art_painting_traditional,5,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.293189525604248,enhanced_heuristic,1,1,False,True
qwenimage_china_art_sculpture_general::step0,qwenimage_china_art_sculpture_general,step0,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.686317443847656,enhanced_heuristic,1,1,True,False
qwenimage_china_art_sculpture_general::1,qwenimage_china_art_sculpture_general,1,china,art,sculpture,general,0.5,0.0,0.0,0.0,4,5.8685243129730225,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_general::2,qwenimage_china_art_sculpture_general,2,china,art,sculpture,general,0.75,1.0,0.5,0.6666666666666666,4,5.712268114089966,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_general::3,qwenimage_china_art_sculpture_general,3,china,art,sculpture,general,0.75,1.0,0.5,0.6666666666666666,4,5.716184139251709,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_general::4,qwenimage_china_art_sculpture_general,4,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.7134270668029785,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_general::5,qwenimage_china_art_sculpture_general,5,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,5.715879201889038,enhanced_heuristic,1,1,False,True
qwenimage_china_art_sculpture_modern::step0,qwenimage_china_art_sculpture_modern,step0,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.019333124160767,enhanced_heuristic,1,1,True,False
qwenimage_china_art_sculpture_modern::1,qwenimage_china_art_sculpture_modern,1,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.032782077789307,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_modern::2,qwenimage_china_art_sculpture_modern,2,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.040704727172852,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_modern::3,qwenimage_china_art_sculpture_modern,3,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.03672742843628,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_modern::4,qwenimage_china_art_sculpture_modern,4,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.046874761581421,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_modern::5,qwenimage_china_art_sculpture_modern,5,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,8.054091215133667,enhanced_heuristic,1,1,False,True
qwenimage_china_art_sculpture_traditional::step0,qwenimage_china_art_sculpture_traditional,step0,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.268488645553589,enhanced_heuristic,1,1,True,False
qwenimage_china_art_sculpture_traditional::1,qwenimage_china_art_sculpture_traditional,1,china,art,sculpture,traditional,0.5,0.5,0.5,0.5,4,5.280694961547852,enhanced_heuristic,3,3,False,False
qwenimage_china_art_sculpture_traditional::2,qwenimage_china_art_sculpture_traditional,2,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.348599672317505,enhanced_heuristic,3,3,False,False
qwenimage_china_art_sculpture_traditional::3,qwenimage_china_art_sculpture_traditional,3,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,5.345698595046997,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_traditional::4,qwenimage_china_art_sculpture_traditional,4,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.323574781417847,enhanced_heuristic,1,1,False,False
qwenimage_china_art_sculpture_traditional::5,qwenimage_china_art_sculpture_traditional,5,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.288580417633057,enhanced_heuristic,1,1,False,True
qwenimage_china_event_festival_general::step0,qwenimage_china_event_festival_general,step0,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.429092168807983,enhanced_heuristic,1,1,True,False
qwenimage_china_event_festival_general::1,qwenimage_china_event_festival_general,1,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.595334768295288,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_general::2,qwenimage_china_event_festival_general,2,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.466095209121704,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_general::3,qwenimage_china_event_festival_general,3,china,event,festival,general,0.5,0.0,0.0,0.0,4,5.467519998550415,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_general::4,qwenimage_china_event_festival_general,4,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,5.438682317733765,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_general::5,qwenimage_china_event_festival_general,5,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,5.438348293304443,enhanced_heuristic,1,1,False,True
qwenimage_china_event_festival_modern::step0,qwenimage_china_event_festival_modern,step0,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.758169889450073,enhanced_heuristic,1,1,True,False
qwenimage_china_event_festival_modern::1,qwenimage_china_event_festival_modern,1,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.7705302238464355,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_modern::2,qwenimage_china_event_festival_modern,2,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.761402368545532,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_modern::3,qwenimage_china_event_festival_modern,3,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.769263982772827,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_modern::4,qwenimage_china_event_festival_modern,4,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.769682168960571,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_modern::5,qwenimage_china_event_festival_modern,5,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,6.764942646026611,enhanced_heuristic,1,1,False,True
qwenimage_china_event_festival_traditional::step0,qwenimage_china_event_festival_traditional,step0,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8202733993530273,enhanced_heuristic,1,1,True,False
qwenimage_china_event_festival_traditional::1,qwenimage_china_event_festival_traditional,1,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.830003499984741,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_traditional::2,qwenimage_china_event_festival_traditional,2,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8615736961364746,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_traditional::3,qwenimage_china_event_festival_traditional,3,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8303163051605225,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_traditional::4,qwenimage_china_event_festival_traditional,4,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8609964847564697,enhanced_heuristic,1,1,False,False
qwenimage_china_event_festival_traditional::5,qwenimage_china_event_festival_traditional,5,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.8597605228424072,enhanced_heuristic,1,1,False,True
qwenimage_china_event_funeral_general::step0,qwenimage_china_event_funeral_general,step0,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.9331581592559814,enhanced_heuristic,1,1,True,False
qwenimage_china_event_funeral_general::1,qwenimage_china_event_funeral_general,1,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.93750786781311,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_general::2,qwenimage_china_event_funeral_general,2,china,event,funeral,general,1.0,1.0,1.0,1.0,4,7.101793050765991,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_general::3,qwenimage_china_event_funeral_general,3,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.939610004425049,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_general::4,qwenimage_china_event_funeral_general,4,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.93902587890625,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_general::5,qwenimage_china_event_funeral_general,5,china,event,funeral,general,1.0,1.0,1.0,1.0,4,6.936693906784058,enhanced_heuristic,1,1,False,True
qwenimage_china_event_funeral_modern::step0,qwenimage_china_event_funeral_modern,step0,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.16398024559021,enhanced_heuristic,1,1,True,False
qwenimage_china_event_funeral_modern::1,qwenimage_china_event_funeral_modern,1,china,event,funeral,modern,0.5,0.0,0.0,0.0,4,8.179559469223022,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_modern::2,qwenimage_china_event_funeral_modern,2,china,event,funeral,modern,0.5,0.0,0.0,0.0,4,8.1770658493042,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_modern::3,qwenimage_china_event_funeral_modern,3,china,event,funeral,modern,0.5,0.0,0.0,0.0,4,8.179632186889648,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_modern::4,qwenimage_china_event_funeral_modern,4,china,event,funeral,modern,0.5,0.0,0.0,0.0,4,8.17917251586914,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_modern::5,qwenimage_china_event_funeral_modern,5,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,8.178506135940552,enhanced_heuristic,1,1,False,True
qwenimage_china_event_funeral_traditional::step0,qwenimage_china_event_funeral_traditional,step0,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.505074977874756,enhanced_heuristic,1,1,True,False
qwenimage_china_event_funeral_traditional::1,qwenimage_china_event_funeral_traditional,1,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.507537603378296,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_traditional::2,qwenimage_china_event_funeral_traditional,2,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.507781982421875,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_traditional::3,qwenimage_china_event_funeral_traditional,3,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.508535861968994,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_traditional::4,qwenimage_china_event_funeral_traditional,4,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.510286331176758,enhanced_heuristic,1,1,False,False
qwenimage_china_event_funeral_traditional::5,qwenimage_china_event_funeral_traditional,5,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5100417137145996,enhanced_heuristic,1,1,False,True
qwenimage_china_event_game_general::step0,qwenimage_china_event_game_general,step0,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,11.998330116271973,enhanced_heuristic,1,1,True,False
qwenimage_china_event_game_general::1,qwenimage_china_event_game_general,1,china,event,game,general,1.0,1.0,1.0,1.0,4,12.003457069396973,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_general::2,qwenimage_china_event_game_general,2,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.004867315292358,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_general::3,qwenimage_china_event_game_general,3,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.016483783721924,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_general::4,qwenimage_china_event_game_general,4,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.007568836212158,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_general::5,qwenimage_china_event_game_general,5,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,12.017968654632568,enhanced_heuristic,1,1,False,True
qwenimage_china_event_game_modern::step0,qwenimage_china_event_game_modern,step0,china,event,game,modern,0.5,0.0,0.0,0.0,4,12.502494096755981,enhanced_heuristic,1,1,False,True
qwenimage_china_event_game_modern::1,qwenimage_china_event_game_modern,1,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.514037132263184,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_modern::2,qwenimage_china_event_game_modern,2,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.514225482940674,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_modern::3,qwenimage_china_event_game_modern,3,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.51137113571167,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_modern::4,qwenimage_china_event_game_modern,4,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.518127202987671,enhanced_heuristic,1,1,True,False
qwenimage_china_event_game_modern::5,qwenimage_china_event_game_modern,5,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,12.514396905899048,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_traditional::step0,qwenimage_china_event_game_traditional,step0,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.018430471420288,enhanced_heuristic,1,1,True,False
qwenimage_china_event_game_traditional::1,qwenimage_china_event_game_traditional,1,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.026006460189819,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_traditional::2,qwenimage_china_event_game_traditional,2,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.024140357971191,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_traditional::3,qwenimage_china_event_game_traditional,3,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.027044296264648,enhanced_heuristic,2,3,False,False
qwenimage_china_event_game_traditional::4,qwenimage_china_event_game_traditional,4,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.061630725860596,enhanced_heuristic,1,1,False,False
qwenimage_china_event_game_traditional::5,qwenimage_china_event_game_traditional,5,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,4.098961591720581,enhanced_heuristic,1,1,False,True
