uid,group_id,step,country,category,sub_category,variant,accuracy,precision,recall,f1,num_questions,processing_time,question_source,cultural_representative,prompt_alignment,is_best,is_worst
nextstep_china_art_dance_traditional::5,nextstep_china_art_dance_traditional,5,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,1.4113614559173584,enhanced_heuristic,1,1,False,True
nextstep_china_art_painting_general::step0,nextstep_china_art_painting_general,step0,china,art,painting,general,1.0,1.0,1.0,1.0,4,5.211626291275024,enhanced_heuristic,1,1,True,False
nextstep_china_art_painting_general::1,nextstep_china_art_painting_general,1,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,5.23813533782959,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_general::2,nextstep_china_art_painting_general,2,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,5.171106338500977,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_general::3,nextstep_china_art_painting_general,3,china,art,painting,general,1.0,1.0,1.0,1.0,4,5.207247018814087,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_general::4,nextstep_china_art_painting_general,4,china,art,painting,general,1.0,1.0,1.0,1.0,4,5.174595355987549,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_general::5,nextstep_china_art_painting_general,5,china,art,painting,general,1.0,1.0,1.0,1.0,4,5.1748199462890625,enhanced_heuristic,1,1,False,True
nextstep_china_art_painting_modern::step0,nextstep_china_art_painting_modern,step0,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.241443157196045,enhanced_heuristic,1,1,False,True
nextstep_china_art_painting_modern::1,nextstep_china_art_painting_modern,1,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.241955280303955,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_modern::2,nextstep_china_art_painting_modern,2,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.244493246078491,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_modern::3,nextstep_china_art_painting_modern,3,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.280240535736084,enhanced_heuristic,5,5,True,False
nextstep_china_art_painting_modern::4,nextstep_china_art_painting_modern,4,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.243321418762207,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_modern::5,nextstep_china_art_painting_modern,5,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.24640417098999,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_traditional::step0,nextstep_china_art_painting_traditional,step0,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.270535945892334,enhanced_heuristic,1,1,True,False
nextstep_china_art_painting_traditional::1,nextstep_china_art_painting_traditional,1,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.2781739234924316,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_traditional::2,nextstep_china_art_painting_traditional,2,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,3.2697575092315674,enhanced_heuristic,2,2,False,False
nextstep_china_art_painting_traditional::3,nextstep_china_art_painting_traditional,3,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,3.208470582962036,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_traditional::4,nextstep_china_art_painting_traditional,4,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,3.204716920852661,enhanced_heuristic,1,1,False,False
nextstep_china_art_painting_traditional::5,nextstep_china_art_painting_traditional,5,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,3.2043344974517822,enhanced_heuristic,1,1,False,True
nextstep_china_art_sculpture_general::step0,nextstep_china_art_sculpture_general,step0,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.5305774211883545,enhanced_heuristic,1,1,True,False
nextstep_china_art_sculpture_general::1,nextstep_china_art_sculpture_general,1,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.4246745109558105,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_general::2,nextstep_china_art_sculpture_general,2,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.423999547958374,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_general::3,nextstep_china_art_sculpture_general,3,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.422536849975586,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_general::4,nextstep_china_art_sculpture_general,4,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.421205759048462,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_general::5,nextstep_china_art_sculpture_general,5,china,art,sculpture,general,1.0,1.0,1.0,1.0,4,4.420976161956787,enhanced_heuristic,1,1,False,True
nextstep_china_art_sculpture_modern::step0,nextstep_china_art_sculpture_modern,step0,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,6.744996786117554,enhanced_heuristic,1,1,False,True
nextstep_china_art_sculpture_modern::1,nextstep_china_art_sculpture_modern,1,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,6.807851314544678,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_modern::2,nextstep_china_art_sculpture_modern,2,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,6.774276256561279,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_modern::3,nextstep_china_art_sculpture_modern,3,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,6.780399560928345,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_modern::4,nextstep_china_art_sculpture_modern,4,china,art,sculpture,modern,0.75,1.0,0.5,0.6666666666666666,4,6.713258743286133,enhanced_heuristic,1,1,True,False
nextstep_china_art_sculpture_modern::5,nextstep_china_art_sculpture_modern,5,china,art,sculpture,modern,1.0,1.0,1.0,1.0,4,6.745314121246338,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_traditional::step0,nextstep_china_art_sculpture_traditional,step0,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,3.22100567817688,enhanced_heuristic,1,1,True,False
nextstep_china_art_sculpture_traditional::1,nextstep_china_art_sculpture_traditional,1,china,art,sculpture,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.2245547771453857,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_traditional::2,nextstep_china_art_sculpture_traditional,2,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,3.2210047245025635,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_traditional::3,nextstep_china_art_sculpture_traditional,3,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,3.222714424133301,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_traditional::4,nextstep_china_art_sculpture_traditional,4,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,3.2232980728149414,enhanced_heuristic,1,1,False,False
nextstep_china_art_sculpture_traditional::5,nextstep_china_art_sculpture_traditional,5,china,art,sculpture,traditional,1.0,1.0,1.0,1.0,4,3.2247564792633057,enhanced_heuristic,1,1,False,True
nextstep_china_event_festival_general::step0,nextstep_china_event_festival_general,step0,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,4.318791627883911,enhanced_heuristic,1,1,False,True
nextstep_china_event_festival_general::1,nextstep_china_event_festival_general,1,china,event,festival,general,1.0,1.0,1.0,1.0,4,4.248537540435791,enhanced_heuristic,3,3,False,False
nextstep_china_event_festival_general::2,nextstep_china_event_festival_general,2,china,event,festival,general,1.0,1.0,1.0,1.0,4,4.220231056213379,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_general::3,nextstep_china_event_festival_general,3,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,4.216378927230835,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_general::4,nextstep_china_event_festival_general,4,china,event,festival,general,0.75,1.0,0.5,0.6666666666666666,4,4.246511697769165,enhanced_heuristic,1,1,True,False
nextstep_china_event_festival_general::5,nextstep_china_event_festival_general,5,china,event,festival,general,1.0,1.0,1.0,1.0,4,4.2108845710754395,enhanced_heuristic,3,3,False,False
nextstep_china_event_festival_modern::step0,nextstep_china_event_festival_modern,step0,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,4.38414740562439,enhanced_heuristic,1,1,True,False
nextstep_china_event_festival_modern::1,nextstep_china_event_festival_modern,1,china,event,festival,modern,0.5,0.0,0.0,0.0,4,4.317039728164673,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_modern::2,nextstep_china_event_festival_modern,2,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,4.317026376724243,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_modern::3,nextstep_china_event_festival_modern,3,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,4.318329572677612,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_modern::4,nextstep_china_event_festival_modern,4,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,4.31898307800293,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_modern::5,nextstep_china_event_festival_modern,5,china,event,festival,modern,0.75,1.0,0.5,0.6666666666666666,4,4.317806005477905,enhanced_heuristic,2,2,False,True
nextstep_china_event_festival_traditional::step0,nextstep_china_event_festival_traditional,step0,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.655640125274658,enhanced_heuristic,1,1,True,False
nextstep_china_event_festival_traditional::1,nextstep_china_event_festival_traditional,1,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.660717725753784,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_traditional::2,nextstep_china_event_festival_traditional,2,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.595229148864746,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_traditional::3,nextstep_china_event_festival_traditional,3,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5943472385406494,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_traditional::4,nextstep_china_event_festival_traditional,4,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.5927021503448486,enhanced_heuristic,1,1,False,False
nextstep_china_event_festival_traditional::5,nextstep_china_event_festival_traditional,5,china,event,festival,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.594653844833374,enhanced_heuristic,1,1,False,True
nextstep_china_event_funeral_general::step0,nextstep_china_event_funeral_general,step0,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.530019998550415,enhanced_heuristic,1,1,True,False
nextstep_china_event_funeral_general::1,nextstep_china_event_funeral_general,1,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.530497312545776,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_general::2,nextstep_china_event_funeral_general,2,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.531560897827148,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_general::3,nextstep_china_event_funeral_general,3,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.531947135925293,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_general::4,nextstep_china_event_funeral_general,4,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.531246900558472,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_general::5,nextstep_china_event_funeral_general,5,china,event,funeral,general,1.0,1.0,1.0,1.0,4,4.534531354904175,enhanced_heuristic,1,1,False,True
nextstep_china_event_funeral_modern::step0,nextstep_china_event_funeral_modern,step0,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.822920560836792,enhanced_heuristic,1,1,True,False
nextstep_china_event_funeral_modern::1,nextstep_china_event_funeral_modern,1,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.921491622924805,enhanced_heuristic,3,3,False,False
nextstep_china_event_funeral_modern::2,nextstep_china_event_funeral_modern,2,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.815764427185059,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_modern::3,nextstep_china_event_funeral_modern,3,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.7842137813568115,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_modern::4,nextstep_china_event_funeral_modern,4,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.7831549644470215,enhanced_heuristic,3,3,False,False
nextstep_china_event_funeral_modern::5,nextstep_china_event_funeral_modern,5,china,event,funeral,modern,0.75,1.0,0.5,0.6666666666666666,4,6.787310838699341,enhanced_heuristic,1,1,False,True
nextstep_china_event_funeral_traditional::step0,nextstep_china_event_funeral_traditional,step0,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.3084375858306885,enhanced_heuristic,1,1,True,False
nextstep_china_event_funeral_traditional::1,nextstep_china_event_funeral_traditional,1,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.3234376907348633,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_traditional::2,nextstep_china_event_funeral_traditional,2,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.315871238708496,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_traditional::3,nextstep_china_event_funeral_traditional,3,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.310042142868042,enhanced_heuristic,2,2,False,False
nextstep_china_event_funeral_traditional::4,nextstep_china_event_funeral_traditional,4,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.3131916522979736,enhanced_heuristic,1,1,False,False
nextstep_china_event_funeral_traditional::5,nextstep_china_event_funeral_traditional,5,china,event,funeral,traditional,0.75,1.0,0.5,0.6666666666666666,4,1.3176453113555908,enhanced_heuristic,2,2,False,True
nextstep_china_event_game_general::step0,nextstep_china_event_game_general,step0,china,event,game,general,1.0,1.0,1.0,1.0,4,8.711730480194092,enhanced_heuristic,1,1,False,True
nextstep_china_event_game_general::1,nextstep_china_event_game_general,1,china,event,game,general,0.5,0.0,0.0,0.0,4,8.676345109939575,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_general::2,nextstep_china_event_game_general,2,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,8.71022629737854,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_general::3,nextstep_china_event_game_general,3,china,event,game,general,0.5,0.0,0.0,0.0,4,8.606304168701172,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_general::4,nextstep_china_event_game_general,4,china,event,game,general,0.75,1.0,0.5,0.6666666666666666,4,8.676787614822388,enhanced_heuristic,1,1,True,False
nextstep_china_event_game_general::5,nextstep_china_event_game_general,5,china,event,game,general,0.5,0.0,0.0,0.0,4,8.607400894165039,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_modern::step0,nextstep_china_event_game_modern,step0,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.090108156204224,enhanced_heuristic,1,1,False,True
nextstep_china_event_game_modern::1,nextstep_china_event_game_modern,1,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.123759984970093,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_modern::2,nextstep_china_event_game_modern,2,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.058016777038574,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_modern::3,nextstep_china_event_game_modern,3,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.12339735031128,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_modern::4,nextstep_china_event_game_modern,4,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.054356813430786,enhanced_heuristic,1,1,True,False
nextstep_china_event_game_modern::5,nextstep_china_event_game_modern,5,china,event,game,modern,0.75,1.0,0.5,0.6666666666666666,4,9.091333150863647,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_traditional::step0,nextstep_china_event_game_traditional,step0,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.8404479026794434,enhanced_heuristic,1,1,True,False
nextstep_china_event_game_traditional::1,nextstep_china_event_game_traditional,1,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.84124755859375,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_traditional::2,nextstep_china_event_game_traditional,2,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.8414976596832275,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_traditional::3,nextstep_china_event_game_traditional,3,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.839080572128296,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_traditional::4,nextstep_china_event_game_traditional,4,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.8397982120513916,enhanced_heuristic,1,1,False,False
nextstep_china_event_game_traditional::5,nextstep_china_event_game_traditional,5,china,event,game,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.8385746479034424,enhanced_heuristic,2,2,False,True
nextstep_china_event_religious_ritual_general::step0,nextstep_china_event_religious_ritual_general,step0,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,3.2641286849975586,enhanced_heuristic,1,1,True,False
nextstep_china_event_religious_ritual_general::1,nextstep_china_event_religious_ritual_general,1,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,3.2638256549835205,enhanced_heuristic,1,1,False,False
nextstep_china_event_religious_ritual_general::2,nextstep_china_event_religious_ritual_general,2,china,event,religious_ritual,general,0.5,0.0,0.0,0.0,4,3.3321285247802734,enhanced_heuristic,1,1,False,False
